,MEblack,MEblack_p,MEblue,MEblue_p,MEgreen,MEgreen_p,MEturquoise,MEturquoise_p,MEred,MEred_p,MEbrown,MEbrown_p,MEyellow,MEyellow_p,MEgrey,MEgrey_p,module_colors
st8sia6,0.574806727,0.00641688,0.955154945,1.71E-11,-0.475012191,0.029552252,-0.921053885,3.22E-09,0.091444691,0.693418583,0.328589394,0.145856214,-0.187253796,0.416339998,-0.166057491,0.47189896,turquoise
alg11_ChrAur2,0.429993489,0.051707351,-0.25544561,0.263743107,-0.36527983,0.10346952,0.254777486,0.265037414,-0.348163353,0.121949631,-0.87984019,1.47E-07,-0.779610797,3.10E-05,-0.557054273,0.00871064,brown
upf3b,-0.405641749,0.068090216,-0.369058954,0.09968129,-0.409774834,0.065064678,0.300440964,0.185733289,-0.076271415,0.742460755,-0.386697453,0.083333199,0.043975102,0.849880805,-0.136999244,0.553736791,grey
cdk16,0.469816363,0.031636941,0.913242315,7.64E-09,-0.457621237,0.036985039,-0.921165357,3.17E-09,0.192608524,0.402890364,0.436006614,0.048173181,-0.061476986,0.791223441,-0.066089545,0.775930461,turquoise
upp2,-0.27809581,0.222231081,0.241129857,0.29235405,-0.065555366,0.777697571,-0.274836539,0.227922306,0.810179091,8.52E-06,0.61926835,0.002757801,0.399558594,0.072734846,0.761850344,6.00E-05,grey
lgi1b_ChrAur2,0.641294895,0.001730062,0.899630392,2.89E-08,-0.553449247,0.009249931,-0.921183225,3.17E-09,0.111429835,0.630608836,0.235954842,0.303149659,-0.295260048,0.193807072,-0.227292189,0.321757443,turquoise
tm7sf2,0.255698039,0.263255138,0.885494047,9.54E-08,-0.323349177,0.152778883,-0.921228584,3.15E-09,0.217914919,0.342653534,0.65884909,0.001162236,0.199982241,0.384767316,0.053493084,0.817866413,turquoise
synj1,0.484736214,0.025943018,0.964744439,1.80E-12,-0.214635147,0.350145733,-0.921237379,3.15E-09,0.267956607,0.240246438,0.607356978,0.003499618,0.014488757,0.950297532,0.050228265,0.828819067,turquoise
agla,0.162437076,0.481748292,0.853496717,8.70E-07,-0.462610479,0.034717702,-0.921432168,3.08E-09,0.236853731,0.301257249,0.603287217,0.003788405,0.26291664,0.249543079,0.028056729,0.903910898,turquoise
hecw2b,0.449513847,0.040914375,0.877821899,1.71E-07,-0.526174981,0.014278547,-0.921461756,3.07E-09,0.018701276,0.935872234,0.326195992,0.148990155,-0.070768779,0.760497569,-0.230303711,0.315212525,turquoise
sema4ga,0.275496097,0.226762988,0.887900322,7.87E-08,-0.502704898,0.02019879,-0.921505709,3.05E-09,0.117986585,0.610499955,0.486121603,0.025458616,0.121064232,0.601152287,-0.105919755,0.647704986,turquoise
msi1b_ChrAur2,0.391773122,0.079021614,0.916975636,5.10E-09,-0.351031805,0.118698454,-0.921606221,3.01E-09,0.088819452,0.70182596,0.501549746,0.020534341,0.071501346,0.75808919,-0.104568962,0.651922697,turquoise
parp4,0.297354845,0.190514608,0.870908247,2.81E-07,-0.448053774,0.041655257,-0.921707066,2.98E-09,0.19761057,0.390545744,0.519468574,0.015804306,0.118965291,0.607520931,-0.021003642,0.927995926,turquoise
ptpn20,0.261337037,0.252503636,0.875145526,2.08E-07,-0.399643704,0.072668264,-0.921717783,2.98E-09,0.212403321,0.355298145,0.600006853,0.004035386,0.16865207,0.464903681,-0.018525442,0.936474001,turquoise
myh10_ChrAur2,0.257809094,0.25919669,0.901266781,2.49E-08,-0.311299518,0.16956013,-0.921734714,2.97E-09,0.255956143,0.262756792,0.671539875,0.000857972,0.210220913,0.360378699,0.063824013,0.783432252,turquoise
gpib,0.574503884,0.00645133,0.928348884,1.32E-09,-0.372486833,0.0963339,-0.921942446,2.90E-09,0.169299215,0.463167199,0.427074604,0.053493089,-0.152514422,0.509259861,-0.126449601,0.584940236,turquoise
uqcrc2b,-0.237255776,0.300413178,-0.493403659,0.023029218,0.959378252,6.78E-12,0.631202969,0.002151389,0.037375308,0.872217033,0.139146488,0.547478859,0.239630028,0.295458122,0.389200462,0.08118566,green
scarb2b,0.48884641,0.024526844,0.925097896,1.98E-09,-0.483472167,0.026391345,-0.921950167,2.89E-09,0.147092774,0.524604095,0.378587681,0.090581682,-0.098329348,0.671536555,-0.104604746,0.651810831,turquoise
uqcrfs1_ChrAur2,0.462462625,0.034783288,-0.011919682,0.959102672,0.626437651,0.002378473,0.192822973,0.40235676,-0.089461148,0.699767776,-0.090130974,0.697621525,-0.348901907,0.121106495,-0.022844644,0.921702554,green
uqcrh_ChrAur1,0.214515995,0.350419703,-0.283412491,0.213149426,0.815816539,6.55E-06,0.428382985,0.052686884,0.054130658,0.815731253,-0.013785303,0.952708009,-0.169589798,0.462388561,0.221319638,0.334976372,green
gsap,0.362286978,0.106543301,0.881469729,1.30E-07,-0.415359056,0.061139902,-0.922074054,2.85E-09,0.094576907,0.683432848,0.483690582,0.026313443,0.069563187,0.764465699,-0.129481495,0.575896091,turquoise
fkbp9,0.457723934,0.036937232,0.963803718,2.31E-12,-0.319138778,0.158504929,-0.922127109,2.84E-09,0.165692621,0.472886944,0.522638394,0.015067544,0.013086744,0.955102103,-0.045159262,0.845884345,turquoise
rbm45,0.398638242,0.07345778,0.916453301,5.41E-09,-0.272679787,0.231740304,-0.922130776,2.83E-09,0.294822412,0.194499731,0.614055622,0.003064344,0.06746805,0.771375191,0.074117804,0.749505077,turquoise
tlr5b_ChrAur1,0.455319895,0.038069099,0.899684199,2.87E-08,-0.421614758,0.056959827,-0.922176034,2.82E-09,0.142317083,0.538297687,0.446447875,0.042482127,-0.051493736,0.824569984,-0.114735756,0.620437348,turquoise
urgcp,0.489096449,0.024442718,0.871478643,2.70E-07,-0.31791921,0.160191003,-0.804901086,1.08E-05,0.204377841,0.374185663,0.365653174,0.103090671,-0.091953709,0.691792411,-0.009976358,0.965766235,blue
ebf3a_ChrAur2,0.586583281,0.005190107,0.869696938,3.05E-07,-0.577377606,0.00613049,-0.922294902,2.78E-09,0.168845051,0.464385507,0.275656962,0.22648082,-0.255382967,0.26386429,-0.165325202,0.473882884,turquoise
urm1,0.255734725,0.263184269,-0.306922297,0.175958627,0.608606469,0.003414732,0.402327587,0.070592029,-0.010184242,0.965053297,-0.137346003,0.552724022,-0.301634571,0.183906084,0.065515359,0.77782996,green
pcdh7a,0.429983455,0.05171341,0.902626639,2.19E-08,-0.421021041,0.057346907,-0.922366614,2.76E-09,0.335481579,0.137090967,0.522776242,0.015036145,-0.036343887,0.87571666,0.02888687,0.901081048,turquoise
prr12b,0.387733978,0.082438815,0.881643043,1.29E-07,-0.382379464,0.087136826,-0.9226625,2.66E-09,0.201936755,0.380041583,0.534904043,0.012473443,0.041107908,0.859571901,-0.053545255,0.817691652,turquoise
LOC119031157,0.546098493,0.010434362,0.977387742,2.79E-14,-0.248169452,0.278054768,-0.922766842,2.63E-09,0.118042137,0.610330703,0.492786786,0.023227563,-0.048200874,0.835636005,-0.091278987,0.69394824,turquoise
ahdc1,0.378568509,0.090599352,0.92151261,3.05E-09,-0.343801672,0.127014993,-0.922778586,2.62E-09,-0.003427197,0.988236686,0.503177361,0.020062819,0.086032173,0.710789095,-0.158715459,0.491978891,turquoise
use1,-0.69593021,0.000459178,-0.871554769,2.69E-07,0.252407446,0.269661075,0.811867541,7.89E-06,-0.162209372,0.482371173,-0.334078967,0.138843756,0.313112567,0.166957403,0.070483392,0.761436385,blue
mfge8a,0.340855245,0.130520739,0.888144973,7.72E-08,-0.506644484,0.019087279,-0.922791712,2.62E-09,0.250792251,0.272841058,0.491240873,0.023730604,0.045715233,0.844009228,0.006053658,0.979223238,turquoise
sdk2b,0.491033915,0.023798602,0.853876314,8.50E-07,-0.580684074,0.005777754,-0.9228964,2.59E-09,0.075372326,0.745399244,0.311842634,0.168777546,-0.159692169,0.489283633,-0.236531307,0.301935209,turquoise
usf3,-0.847105571,1.27E-06,-0.307942298,0.174453067,-0.182087122,0.429544541,0.143155323,0.535882299,0.040532138,0.861520389,0.238972877,0.296824532,0.72801653,0.000183114,0.166526051,0.470631743,black
srgap3_ChrAur1,0.545844159,0.010477457,0.977257484,2.94E-14,-0.29884067,0.188202344,-0.922946502,2.57E-09,0.200730435,0.382954408,0.495401209,0.022396186,-0.08543145,0.712725724,-0.030808927,0.894533483,turquoise
efhd1,0.34470644,0.125952106,0.880526536,1.40E-07,-0.53964498,0.011573625,-0.922994621,2.56E-09,0.154924692,0.50250847,0.438222614,0.046918809,0.027982521,0.904163919,-0.075025528,0.746533596,turquoise
ushbp1,0.628558453,0.002275044,0.870840279,2.82E-07,-0.596731425,0.00429522,-0.861104969,5.41E-07,-0.063191794,0.785529038,0.103736334,0.654527605,-0.344484309,0.126212466,-0.361821219,0.107027563,blue
LOC119013420,0.615459127,0.002979136,0.937728589,3.61E-10,-0.300633569,0.185437614,-0.923200481,2.50E-09,0.150781943,0.514139494,0.447474687,0.041951972,-0.15617231,0.499030938,-0.107794448,0.641868644,turquoise
usp1,-0.730336492,0.000170507,-0.934726119,5.57E-10,0.26250611,0.25031036,0.887793473,7.94E-08,-0.082173755,0.723257366,-0.335970239,0.136484004,0.27703402,0.224074777,0.151188893,0.512991292,blue
rereb,0.37199768,0.096806447,0.926750558,1.61E-09,-0.428747515,0.052463935,-0.923214326,2.49E-09,0.269443431,0.23754728,0.52253014,0.015092239,0.046726104,0.840601966,0.021015262,0.927956194,turquoise
itgb8,0.538535101,0.011779387,0.928725409,1.26E-09,-0.358624466,0.110394604,-0.923255447,2.48E-09,0.310549457,0.170645006,0.503927913,0.019848323,-0.120853309,0.601791022,0.018532739,0.93644903,turquoise
npas2,0.394184982,0.077032219,0.94429144,1.28E-10,-0.269748152,0.236996535,-0.923263961,2.48E-09,0.126896035,0.583604725,0.564878194,0.007628537,0.097580278,0.673905394,-0.065578697,0.777620366,turquoise
usp12b,-0.24092337,0.2927802,-0.214093581,0.351391979,-0.117897852,0.610770337,0.15442478,0.503905186,0.154073915,0.5048866,-0.100050838,0.666103933,0.107935693,0.641429734,0.179530619,0.436159873,grey
LOC119009964,0.44783591,0.041766695,0.939544694,2.74E-10,-0.432867195,0.049994328,-0.923441905,2.42E-09,0.163425149,0.479050098,0.446114128,0.042655559,-0.027660921,0.905260555,-0.055282164,0.811878188,turquoise
LOC119019308,0.51192733,0.017674342,0.866233503,3.86E-07,-0.699378281,0.00041832,-0.92346716,2.42E-09,-0.032577926,0.888513132,0.178013713,0.440110429,-0.210817222,0.358986378,-0.364344696,0.104422903,turquoise
abcc2,0.464652777,0.033821644,0.898749646,3.13E-08,-0.559230779,0.008397717,-0.923583665,2.38E-09,-0.091565805,0.69303154,0.2920548,0.198918741,-0.101317552,0.662116713,-0.35276854,0.116760581,turquoise
usp18,0.615300441,0.002988669,0.892653751,5.32E-08,-0.328391116,0.146114067,-0.816086578,6.47E-06,0.236926326,0.301104733,0.331366839,0.142277827,-0.228603081,0.318898549,-0.013181397,0.954777687,blue
fhip1b,0.433103399,0.049855493,0.931504471,8.70E-10,-0.366326695,0.10240978,-0.923788257,2.33E-09,0.287960536,0.205578733,0.531576273,0.013138354,-0.009024187,0.969032012,0.030445959,0.895769456,turquoise
usp20,-0.336490275,0.135840164,0.35631728,0.112871959,-0.248390358,0.277613257,-0.396946114,0.074800998,0.031858326,0.890961418,0.438183514,0.046940721,0.548319288,0.010064173,0.077698301,0.737804353,blue
usp22_ChrAur1,-0.379953324,0.089329597,-0.176511618,0.444040915,-0.365974638,0.102765279,0.075801474,0.743996234,-0.488074016,0.024788172,-0.223451577,0.330221422,0.206912197,0.3681606,-0.409617171,0.06517819,grey
mex3b,0.36816219,0.100570881,0.911062821,9.58E-09,-0.462911912,0.034584291,-0.923817993,2.32E-09,0.148055649,0.521863201,0.470772082,0.031245047,0.028846295,0.901219338,-0.109520709,0.636512309,turquoise
g7436,0.383630754,0.086021609,0.893722246,4.86E-08,-0.408686947,0.065850979,-0.923989576,2.27E-09,0.350103162,0.119744093,0.568851093,0.007122916,0.017044257,0.941544447,0.068422249,0.768226266,turquoise
usp25,0.147169587,0.524385195,0.539993097,0.011509693,-0.500063927,0.020972487,-0.547737247,0.01016014,0.045509291,0.844703713,0.128101254,0.580005832,-0.009392454,0.967768863,-0.165017992,0.474716434,blue
tsku,0.390141073,0.080389387,0.897870539,3.38E-08,-0.37385467,0.095021496,-0.924091665,2.24E-09,0.134734975,0.560370408,0.496231839,0.022137077,0.053716855,0.817116889,-0.093600993,0.686538774,turquoise
upf1_ChrAur2,0.346473858,0.12389419,0.938496143,3.21E-10,-0.421958962,0.056736334,-0.924104728,2.24E-09,0.294040306,0.195741745,0.541414687,0.011251595,0.077354908,0.738924157,0.05455801,0.814300803,turquoise
sec61a1a_ChrAur2,0.364586083,0.104176194,-0.14261244,0.537446044,-0.463698166,0.034238193,0.181766415,0.430371469,-0.549348088,0.009896354,-0.880528968,1.40E-07,-0.67792241,0.000732526,-0.670113055,0.000888382,brown
spag9a_ChrAur1,0.403072792,0.070023546,0.939535066,2.75E-10,-0.355893733,0.11333108,-0.924135856,2.23E-09,0.06736218,0.771724785,0.491098963,0.023777213,0.058438216,0.801339365,-0.130085153,0.57410265,turquoise
zcchc14,0.463296112,0.034414831,0.93970284,2.68E-10,-0.256434536,0.261834694,-0.92438274,2.16E-09,0.052331847,0.821758442,0.523644771,0.014839525,0.033597907,0.885044539,-0.155274876,0.501531202,turquoise
usp31,0.310068385,0.171343328,0.94080084,2.26E-10,-0.298777686,0.188299973,-0.939466033,2.77E-10,0.238160018,0.298520067,0.653628383,0.00131159,0.1808662,0.432697154,0.04144148,0.858443403,blue
usp32,0.490230759,0.024063954,0.964499642,1.92E-12,-0.327522691,0.147247189,-0.919994564,3.63E-09,0.2023007,0.379165252,0.495818421,0.022265739,-0.031916571,0.890763214,-0.04536609,0.845186685,blue
znf384a,0.364477357,0.104287265,0.863344332,4.68E-07,-0.625946939,0.002402958,-0.924668637,2.09E-09,0.016253236,0.944253198,0.317725216,0.160460347,-0.027220666,0.906762067,-0.239378188,0.295981312,turquoise
pstpip2,0.514012511,0.017140345,0.960905503,4.74E-12,-0.286015475,0.208794207,-0.92469055,2.08E-09,0.213678821,0.35234816,0.531008846,0.013254546,-0.036709853,0.874474673,-0.022690099,0.922230691,turquoise
large1,0.408170243,0.06622695,0.892140044,5.55E-08,-0.569723899,0.007015619,-0.924832548,2.05E-09,-0.063012293,0.78612462,0.31899888,0.158697712,-0.039563907,0.864798763,-0.268718077,0.238861609,turquoise
palm1b,0.536824199,0.012102394,0.898732387,3.13E-08,-0.605258792,0.00364612,-0.924863258,2.04E-09,0.027621416,0.905395277,0.227203362,0.321951718,-0.197166783,0.391632352,-0.297479354,0.190320111,turquoise
LOC119012155,0.519225647,0.015861947,0.959163178,7.13E-12,-0.296037577,0.192580557,-0.92487183,2.04E-09,0.241882829,0.290803302,0.514554871,0.017003602,-0.048392879,0.83498991,-0.021722536,0.925537912,turquoise
g20059,0.381237648,0.088163788,0.897060007,3.63E-08,-0.404118421,0.069231705,-0.924934875,2.02E-09,0.014827425,0.949137189,0.450860993,0.040239922,0.066200156,0.775564683,-0.16269352,0.481047277,turquoise
cytl1,0.496809126,0.02195841,0.89446764,4.56E-08,-0.496526094,0.022045863,-0.924956252,2.02E-09,0.189135542,0.411586083,0.382368685,0.087146479,-0.125370501,0.588173754,-0.111729842,0.629683095,turquoise
pdlim4,0.447360586,0.042010629,0.87158274,2.68E-07,-0.569835112,0.007002043,-0.924996071,2.01E-09,0.237250231,0.30042481,0.375732966,0.093240807,-0.102871454,0.657237513,-0.088457615,0.702987409,turquoise
usp42,-0.595811722,0.004370629,-0.900410399,2.69E-08,0.293736843,0.19622509,0.888092782,7.75E-08,-0.158968873,0.491278887,-0.411188367,0.064053649,0.154618344,0.50336416,0.068951263,0.766481992,blue
plcb2,0.486789876,0.025227535,0.880831906,1.37E-07,-0.586696946,0.005179291,-0.925074254,1.99E-09,-0.023187781,0.920530045,0.260804846,0.253506129,-0.139854914,0.545421299,-0.301278835,0.184449371,turquoise
usp43b,0.454941059,0.038249903,0.969142056,5.17E-13,-0.48666993,0.025268888,-0.976669469,3.74E-14,0.098206749,0.671924054,0.438147276,0.046961036,-0.022144461,0.924095583,-0.162530245,0.481493546,blue
usp44,-0.434295456,0.049159353,-0.855114773,7.88E-07,0.243481099,0.287528531,0.799655689,1.36E-05,-0.099969917,0.666358944,-0.409085056,0.065562405,0.006866692,0.976433525,0.085737904,0.711737555,blue
usp45,0.372661512,0.096165563,0.948328019,6.39E-11,-0.281231205,0.216845117,-0.909155268,1.16E-08,0.093176045,0.687892729,0.558489869,0.008503187,0.112448957,0.627466281,-0.07837535,0.735597995,blue
usp46,0.491810891,0.02354412,0.89222658,5.51E-08,-0.287589051,0.206190285,-0.874487741,2.18E-07,0.006586235,0.977395809,0.405079298,0.068510017,-0.037088689,0.873189308,-0.235802603,0.303470881,blue
htra3a,0.352629841,0.1169145,0.866846824,3.71E-07,-0.493899739,0.022870694,-0.925102437,1.98E-09,-0.01635758,0.943895851,0.432058215,0.050472082,0.043662878,0.850935133,-0.245896698,0.282622655,turquoise
ncoa3,0.410454388,0.06457713,0.921634473,3.00E-09,-0.435379061,0.048533064,-0.925155418,1.97E-09,-0.019251574,0.933989136,0.39214213,0.078714783,0.03723812,0.872682382,-0.245326763,0.283775418,turquoise
gramd1bb,0.514905171,0.016915749,0.955712828,1.52E-11,-0.278561055,0.221426381,-0.925222458,1.95E-09,0.263367151,0.248702815,0.547064476,0.010271998,-0.038161243,0.869551882,0.027819031,0.904721389,turquoise
usp5,-0.236742354,0.301491335,-0.198999522,0.387155799,0.714637077,0.000272638,0.313721035,0.166090128,-0.033564887,0.885156797,0.286565133,0.20788217,0.368465515,0.100269334,0.288728861,0.204317732,green
spry2,0.49177481,0.02355589,0.969845436,4.17E-13,-0.225242493,0.326258258,-0.925252829,1.95E-09,0.161257577,0.484979138,0.561151612,0.00812927,0.011348028,0.96106259,-0.042479244,0.854934284,turquoise
usp54a,-0.071912606,0.756738076,0.592573276,0.004644972,-0.330960195,0.14279783,-0.652242961,0.001353843,0.312732612,0.16750055,0.566715199,0.007391199,0.379675297,0.089583462,0.131302186,0.5704943,blue
usp54b,0.414957583,0.061415915,0.942236913,1.80E-10,-0.251425757,0.271591022,-0.912737541,8.05E-09,0.22121949,0.335200726,0.599263907,0.004093144,0.0706934,0.760745504,0.024910663,0.914645348,blue
LOC119028957,0.530254041,0.013410397,0.940128992,2.51E-10,-0.438610886,0.046701648,-0.92528563,1.94E-09,0.094359564,0.684124136,0.394132688,0.077074952,-0.123428145,0.594013037,-0.170773458,0.459223804,turquoise
khdc4,0.099318383,0.668413445,-0.536145607,0.012232485,-0.210561132,0.359583942,0.556420378,0.008803552,-0.389923262,0.080573254,-0.881647542,1.29E-07,-0.577655048,0.006100225,-0.458677961,0.036495418,brown
brox,0.478290459,0.028293757,0.890363331,6.44E-08,-0.562188201,0.007987353,-0.925312036,1.93E-09,0.006017511,0.979347271,0.299651243,0.186948968,-0.108773351,0.638829129,-0.232430021,0.310640198,turquoise
atf7a_ChrAur1,0.36601562,0.10272385,0.889295124,7.03E-08,-0.420031547,0.057996475,-0.925394952,1.91E-09,-0.001337473,0.995409204,0.450245595,0.040546941,0.076161428,0.742820041,-0.184163514,0.424211237,turquoise
cyp8b1.1,0.414559898,0.061690256,0.882024605,1.25E-07,-0.572321104,0.006704179,-0.925425448,1.90E-09,0.198158773,0.3892058,0.378849132,0.090340975,-0.062645491,0.787342028,-0.104217346,0.653022267,turquoise
cep170aa_ChrAur1,0.454817924,0.038308815,0.960233371,5.56E-12,-0.252991513,0.268516943,-0.925431682,1.90E-09,0.298934235,0.188057376,0.603404511,0.003779813,0.030816417,0.894507981,0.069844056,0.763540726,turquoise
sgsm2,0.185689907,0.420313429,0.865871885,3.96E-07,-0.460620048,0.035608802,-0.92553872,1.88E-09,0.061061777,0.792603787,0.553336817,0.009267179,0.2578569,0.259105249,-0.112094795,0.628557672,turquoise
g12155,0.369479322,0.099266274,0.883842299,1.09E-07,-0.299064965,0.187854952,-0.925656538,1.85E-09,0.237791583,0.299290533,0.62019561,0.00270606,0.1042899,0.652795319,0.04311279,0.852793288,turquoise
ppm1la_ChrAur2,0.518666117,0.015995357,0.902143413,2.29E-08,-0.590281819,0.004847605,-0.925669233,1.85E-09,0.02330655,0.920124243,0.262106506,0.251058671,-0.171659916,0.456860998,-0.291502771,0.199808151,turquoise
marcksl1b,0.49751494,0.02174153,0.945756013,1.00E-10,-0.289823242,0.202530537,-0.925927989,1.79E-09,0.308662029,0.173396046,0.574806604,0.006416894,-0.034016768,0.883620723,0.069474246,0.76475867,turquoise
utp3,-0.093332853,0.687393004,-0.707232405,0.000336692,0.42799583,0.052924466,0.712309256,0.000291538,-0.223298718,0.330561006,-0.457877877,0.036865659,-0.194513946,0.39816285,-0.11712541,0.613126146,blue
rasa3,0.392726587,0.078230627,0.928314782,1.32E-09,-0.395012897,0.076358036,-0.92593944,1.79E-09,0.226757616,0.322927676,0.538939972,0.011703985,0.032499715,0.888779181,0.016855072,0.942192229,turquoise
pfkla,0.455231675,0.038111143,0.935320818,5.12E-10,-0.329572296,0.144582714,-0.926011646,1.77E-09,0.049827849,0.830164511,0.483965996,0.026215471,6.14E-05,0.999789284,-0.130370109,0.573256901,turquoise
utrn,0.402657391,0.07034001,0.96898955,5.42E-13,-0.449917686,0.040711276,-0.972053276,2.04E-13,0.116018464,0.616508531,0.493006052,0.023156906,0.048181476,0.835701283,-0.115041315,0.619500541,blue
sdf2,0.400714436,0.071834523,0.925678217,1.85E-09,-0.228169203,0.319843088,-0.926264819,1.72E-09,0.371614919,0.097177398,0.6804499,0.000687358,0.0940831,0.685003816,0.158078186,0.493741397,turquoise
uvssa,0.415372944,0.06113037,-0.039017801,0.866648791,-0.43192085,0.050553553,-0.070127832,0.76260649,-0.144589531,0.53176129,-0.505259655,0.019472257,-0.592421724,0.004658153,-0.381574883,0.087859548,grey
cldnd1b,0.404162508,0.069198468,0.904995702,1.75E-08,-0.357781237,0.111295411,-0.926299378,1.71E-09,0.35932526,0.109649991,0.58933888,0.004933092,0.03172429,0.891417552,0.095432589,0.680713613,turquoise
uxt,0.28224742,0.215118142,0.264368581,0.246841525,-0.145086842,0.530335787,-0.129476326,0.575911461,-0.141550774,0.540510189,-0.180169508,0.434501619,-0.274282963,0.228898324,-0.247008339,0.280382625,grey
ipmkb,0.384827752,0.084964719,0.946586007,8.69E-11,-0.269941621,0.236647293,-0.926403567,1.69E-09,0.048094333,0.83599456,0.560265382,0.008252236,0.119715054,0.605242812,-0.118109484,0.610125544,turquoise
g20429,0.423162216,0.05596032,0.928983053,1.21E-09,-0.305911544,0.177459289,-0.926406005,1.69E-09,0.175264177,0.447318986,0.544539296,0.010700848,0.038185063,0.869471126,-0.046231833,0.842267625,turquoise
frem1b,0.474880414,0.029603748,0.87236013,2.54E-07,-0.592008684,0.004694234,-0.92647612,1.67E-09,0.082072661,0.723584971,0.310658025,0.17048768,-0.135480164,0.558183332,-0.248332556,0.277728739,turquoise
vamp5,0.647470329,0.001508321,0.855835328,7.54E-07,-0.173237583,0.452671378,-0.773925925,3.85E-05,0.282113531,0.215345153,0.383061897,0.086527285,-0.234573053,0.306072821,0.039170358,0.866131911,blue
vamp8,-0.173924744,0.450852822,-0.750935467,8.76E-05,0.185194056,0.421577515,0.814184075,7.08E-06,-0.474179046,0.029879023,-0.76220743,5.92E-05,-0.254791017,0.26501116,-0.289084766,0.203735364,blue
acsl3b_ChrAur1,0.550220568,0.009755832,0.933812077,6.34E-10,-0.296198359,0.192327587,-0.926479881,1.67E-09,-0.038088702,0.869797815,0.427667174,0.053126794,-0.05582192,0.810073538,-0.230521339,0.314742693,turquoise
vangl1_ChrAur2,0.616546936,0.002914465,0.894272514,4.63E-08,-0.452058427,0.039647716,-0.851143022,1.00E-06,-0.162031566,0.482857836,0.16744155,0.46816077,-0.257709395,0.259387459,-0.382408801,0.087110557,blue
chst1_ChrAur1,0.422934136,0.056106789,0.935625928,4.90E-10,-0.314896011,0.1644242,-0.926588809,1.65E-09,0.103344734,0.655754082,0.5286554,0.013745389,0.060384679,0.79485605,-0.071788874,0.757144502,turquoise
kcnk4a,0.532004514,0.013051211,0.913602951,7.35E-09,-0.520603314,0.015537291,-0.926816429,1.60E-09,0.132696717,0.566371942,0.340561708,0.130873735,-0.167035948,0.469254691,-0.164645422,0.475728315,turquoise
vapb,0.651337518,0.001382075,0.990190067,1.05E-17,-0.360762797,0.108133985,-0.9392843,2.85E-10,0.076541549,0.741578549,0.373038733,0.095802774,-0.206335019,0.369527853,-0.179914118,0.435164089,blue
gab1,0.44403407,0.043748882,0.876264472,1.92E-07,-0.684237388,0.000624121,-0.92686863,1.59E-09,-0.031049341,0.893714956,0.228598486,0.318908543,-0.135758674,0.557366905,-0.328942092,0.145398337,turquoise
naalad2,0.486359408,0.025376194,0.897439154,3.51E-08,-0.507029208,0.018981417,-0.92698183,1.57E-09,0.171715502,0.456713044,0.383394693,0.086231184,-0.12461104,0.590454011,-0.134967065,0.559688832,turquoise
parp12a,0.602903085,0.003816659,0.932048454,8.08E-10,-0.555629181,0.008920658,-0.927173371,1.53E-09,0.120211082,0.603737591,0.269411073,0.237605814,-0.249280645,0.275838342,-0.182330742,0.428916947,turquoise
igf2b,0.375395728,0.093558696,0.904983178,1.75E-08,-0.484527454,0.026016641,-0.927239506,1.52E-09,0.104830862,0.651104136,0.433737135,0.049484464,0.026568533,0.908986758,-0.109102003,0.637809901,turquoise
vasna,0.430423925,0.051447937,0.926690528,1.63E-09,-0.185075888,0.421879065,-0.841310282,1.77E-06,-0.03442964,0.882217606,0.482451478,0.026757822,0.043456414,0.851632465,-0.133358817,0.564419325,blue
vasnb_ChrAur1,0.5634237,0.007820867,0.919380843,3.90E-09,-0.426661802,0.053749404,-0.912001407,8.70E-09,0.114809431,0.620211416,0.369016456,0.099723318,-0.181897545,0.430033255,-0.173959897,0.450759891,blue
vasnb_ChrAur2,0.412923197,0.062829139,0.923187898,2.50E-09,-0.446132578,0.042645958,-0.93311784,6.98E-10,0.115058659,0.619447382,0.459117136,0.036293428,-0.011609566,0.96016588,-0.142318067,0.53829485,blue
mhc1laa_ChrAur2,0.552756289,0.009356659,0.923230522,2.49E-09,-0.342729993,0.128282233,-0.927272297,1.51E-09,0.171295739,0.457830931,0.469055246,0.031951795,-0.126074143,0.586064434,-0.090531568,0.696339003,turquoise
vat1,0.167334275,0.468449967,0.669553337,0.000900559,-0.069461671,0.764800093,-0.604713713,0.003685004,-0.116025325,0.616487545,0.419878473,0.058097462,0.240491701,0.29367232,-0.087744464,0.705278392,blue
snx27a,0.297321989,0.190565955,0.876175934,1.93E-07,-0.516269138,0.016577152,-0.927552998,1.46E-09,0.16687492,0.469689349,0.456386461,0.037563646,0.1069883,0.644375899,-0.084385893,0.716100477,turquoise
vav2,0.376860427,0.092183811,0.825502769,4.08E-06,-0.380249485,0.08905976,-0.78637105,2.37E-05,-0.103882055,0.654071432,0.269525512,0.237398848,0.005890056,0.979784623,-0.311079975,0.16987718,blue
vav3b,0.352828887,0.116693657,0.932430795,7.67E-10,-0.194502235,0.398191812,-0.901717839,2.39E-08,0.313205749,0.166824384,0.688078641,0.000565119,0.151568459,0.511921459,0.157093492,0.496470856,blue
msx3,0.586891512,0.005160819,0.916743416,5.24E-09,-0.465108159,0.033624342,-0.927606716,1.45E-09,0.087775725,0.705177917,0.341444521,0.129814149,-0.206283078,0.369651037,-0.216691166,0.345437948,turquoise
